user1 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-037 ; 9;-1;-1;1;10;1;-1;8;-1;3; ; ; ; ; = 28
YA911-049 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-050 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-051 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-052 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-053 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-054 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-055 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-056 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-057 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-058 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-059 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-060 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-061 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-062 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-063 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-064 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-065 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
rcomrad ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
HN78-001 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-023 ; 9;1;-1;1; ;2;1;10; ;3; ;9;5;1; = 41
YA78-014 ; 5;-1;1;1; ;2;1;-1; ;3;-1;3;2;1; = 16
YA911-020 ; 9;1;-1;1;2;1;1;10;-1;3;2;9;5;8; = 50
YA78-011 ; 9;1;-1;-1;7;2;-1;1;-1;3;5;3;2;12; = 41
YA911-019 ; 9;1;-1;1;11;2;1;-1;-1;3; ;7;5;8; = 45
YA911-025 ; 5;-1;-1;-1;3;1;-1;3;-1;1;-1;3;3;9; = 22
HN78-006 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
HN78-008 ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA911-036 ; 9;1;-1;1;8;2;1;6;-1;3; ;2;3; ; = 34
YA78-021 ; 5;1;-1;-1;8;2;1;3;-1;-1;1;3;5;1; = 26
YA78-018 ; 3;1;-1;1;13;-1;-1;4;-1;3;3;6;5;5; = 40
YA911-001 ; 9;1;1;1;15;2;1;10;1; ;9;9;5;10; = 74
rrcomrad ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ; = 0
YA78-025 ; 9; ;-1; ;13; ;1;7; ;3; ; ;3; ; = 35
